osm_way_id,name,highway_class,lanes,width_m,surface,district,length_m
5873630,Mahatma Gandhi Marg,trunk,,,,North,789
7892804,,motorway_link,2,,,South-West,63
22834653,Cariappa Marg,primary,,,,South-West,2268
22897615,,trunk,,,,South-West,169
23089147,Mahatma Gandhi Marg,secondary,2,,asphalt,North-West,277
23133709,Outer Circle,secondary,4,,asphalt,New Delhi,143
23134098,,secondary,,,asphalt,New Delhi,653
23134630,,secondary,,,,New Delhi,569
23134680,Pandara Road,secondary,2,,asphalt,New Delhi,740
23134734,Windsor Place,secondary,,,asphalt,New Delhi,95
23134751,Mother Teresa Crescent,secondary,,,asphalt,New Delhi,892
23138288,Lala Lajpat Rai Path,secondary,,,,South-East,45
23138296,Rd. No. 224,secondary,,,,Dwarka,496
23151254,Subramaniyam Bharti Marg,secondary,,,asphalt,New Delhi,60
23257129,,secondary,,,asphalt,South-West,1377
24537423,Sardar Patel Marg,secondary,2,,asphalt,New Delhi,785
24563333,Sabz Burj Circle,primary,,,asphalt,South-East,73
24563335,Oberoi Flyover,secondary,3,,asphalt,South-East,274
24563336,Lodhi Road,secondary,,,asphalt,South,503
24563338,Lala Lajpat Rai Path,secondary,3,,asphalt,South-East,773
24563340,,secondary_link,,,asphalt,South-East,75
24563348,Lodhi Road,secondary,2,,asphalt,South,1048
24563431,,secondary,2,,asphalt,New Delhi,109
24563432,Ashoka Road,secondary,2,,asphalt,New Delhi,252
24563435,Akbar Road,secondary,2,,asphalt,New Delhi,348
24563446,Sher Shah Road,secondary,,,asphalt,New Delhi,84
24563447,Sher Shah Road,secondary,,,asphalt,New Delhi,85
24563449,rotary no 4,secondary,,,asphalt,New Delhi,200
24576720,Teen Murti Marg,secondary,2,,asphalt,New Delhi,217
24576724,Panchsheel Marg,secondary,2,,asphalt,New Delhi,295
24576740,Shanti Path,secondary,,,asphalt,New Delhi,142
24576748,Vinay Marg,secondary,,,,New Delhi,1154
24576752,Vinay Marg,secondary,,,asphalt,New Delhi,201
24576804,Road 224,secondary,3,,,Dwarka,903
24576807,Road 201,secondary,,,,Dwarka,1257
24576821,Azad Hind Fauj Marg,secondary,,,asphalt,Dwarka,1413
24577095,Ashoka Road,secondary,2,,asphalt,New Delhi,630
24577096,Janpath,secondary,2,,asphalt,New Delhi,656
24577097,Janpath,secondary,2,,asphalt,New Delhi,286
24577101,Rotary Number 45,secondary,,,,New Delhi,42
24577106,Raisina Road,secondary,4,,asphalt,New Delhi,263
24577121,Rotary Number 5,secondary,,,asphalt,New Delhi,216
24577131,Rafi Ahmed Kidwai Marg,secondary,,,asphalt,New Delhi,46
24577364,Humayun Road,secondary_link,,,asphalt,New Delhi,55
24577365,Humayun Road,secondary_link,2,,asphalt,New Delhi,54
24577372,Pandara Road,secondary,2,,asphalt,New Delhi,745
24577379,Rotary 13,secondary,,,asphalt,New Delhi,71
24577383,Janpath,secondary,2,,asphalt,New Delhi,276
24577384,Janpath,secondary,2,,asphalt,New Delhi,273
24577385,Akbar Road,secondary,,,asphalt,New Delhi,602
24577389,Motilal Nehru Marg,secondary,2,,asphalt,New Delhi,594
24577390,Motilal Nehru Marg,secondary,2,,asphalt,New Delhi,595
24577391,Rotary Number 34,secondary,,,asphalt,New Delhi,74
24577393,Motilal Nehru Marg,secondary,2,,asphalt,New Delhi,533
24577395,Motilal Nehru Marg,secondary,1,6,asphalt,New Delhi,296
24577396,Prime Chowk,secondary,,,,New Delhi,35
24577401,Kumaraswami Kamaraj Marg,secondary,2,,,New Delhi,32
24577404,Tu-Tu Marg,secondary,,,asphalt,New Delhi,288
24577478,Sansad Marg,secondary,,,asphalt,New Delhi,204
24583320,Gol Dakkhana Roundabout,secondary,,,asphalt,New Delhi,32
24583321,Ashoka Road,secondary,,,asphalt,New Delhi,221
24583324,Patel Chowk,secondary,,,asphalt,New Delhi,33
24583327,Sansad Marg,secondary,,,asphalt,New Delhi,469
24583330,Baba Kharak Singh Marg,secondary,2,,asphalt,New Delhi,810
24583332,Baba Kharak Singh Marg,secondary,3,,asphalt,New Delhi,1035
24583333,Mandi House Chowk,secondary,,,asphalt,New Delhi,102
24583334,Ashoka Road,secondary,,,,New Delhi,293
24583335,Ashoka Road,secondary,,,,New Delhi,302
24583337,Rotary Number 2,secondary,,,asphalt,New Delhi,60
24583339,Ashoka Road,secondary,2,,asphalt,New Delhi,273
24583771,Rotary Number 49,secondary,,,asphalt,New Delhi,68
24583773,Mother Teresa Crescent,secondary,,,asphalt,New Delhi,43
24584396,North Avenue,secondary,,,,New Delhi,69
24584397,North Avenue,secondary,,,asphalt,New Delhi,67
24617971,,secondary,,,asphalt,New Delhi,91
24617983,Teen Murti Haifa Chowk,secondary,,,asphalt,New Delhi,164
24617994,Teen Murti Marg,secondary,2,,asphalt,New Delhi,636
24618002,,secondary,,,,New Delhi,237
24969795,,trunk_link,1,2,paved,South,26
24969810,,trunk_link,1,,,South,14
24969815,Sant Shri Nagpal Marg,secondary,2,,asphalt,South,3807
24973559,Delhi-Gurugram Expressway,motorway,,,,South-West,1156
25457965,Mahatma Gandhi Marg,primary,2,,,South-East,264
25524672,Mahatma Gandhi Marg,primary,2,,,South-East,483
25524691,Chattarpur Main Road,secondary,2,,asphalt,South,2394
25524692,Sant Shri Nagpal Marg,secondary,2,,asphalt,South,2057
25524703,,trunk,3,,asphalt,South-West,965
25744612,Nelson Mandela Marg,primary,3,,,South-West,709
25878331,Delhi-Gurugram Expressway,motorway,4,,asphalt,South-West,380
26582635,Jawaharlal Nehru Marg,secondary,,,asphalt,Central,495
26664726,Mehrauli Badarpur Road,primary,2,,asphalt,South,330
26664736,,primary_link,,,asphalt,South,29
26664737,,secondary_link,2,,,South,304
27422249,Rajaji Marg,secondary,,,asphalt,New Delhi,546
27422252,,secondary,,,,New Delhi,270
27422253,Rotary Number 32,secondary,,,,New Delhi,157
27422282,Nelson Mandela Marg,primary,3,,,South-West,535
27991173,Vivek Vihar Railway Flyover,secondary,,,asphalt,Shahdara,540
28103660,Bhairon Marg,secondary,,,,New Delhi,704
28103794,Vivekanand Marg,secondary,2,,,Central,763
28103817,Jawaharlal Nehru Marg,secondary,,,asphalt,Central,427
28103829,Lala Ramcharan Aggarwal Chowk,secondary,,,asphalt,Central,16
28103831,Vikas Marg,secondary,,,asphalt,Central,69
28103850,Satyagraha Marg,secondary,,,,Central,579
28103851,Sachivalaya Road,secondary,,,,Central,622
28103852,Asaf Ali Road,secondary,,,,Central,471
28103855,Asaf Ali Road,secondary,,,,Central,229
28104687,,secondary,2,,asphalt,South-East,222
28121207,rotary no 11,secondary,,,asphalt,New Delhi,140
28121215,Doctor A.P.J. Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,27
28121266,,secondary,,,asphalt,New Delhi,81
28121291,Akbar Road,secondary,2,,asphalt,New Delhi,602
28121435,,secondary,,,,New Delhi,235
28121442,,secondary,,,,New Delhi,585
28121481,Rajesh Pilot Marg,secondary,,,asphalt,New Delhi,233
28121535,Moolchand Flyover,secondary,,,asphalt,South,399
28121537,Josip Broz Tito Marg,secondary,3,,asphalt,South,688
28190265,Shankar Road,secondary,,,,Central,1646
28190305,Pusa Road,secondary,,,asphalt,Central,1038
28190334,Choudhary Brahm Prakash Chowk,secondary,,,,Central,31
28190350,Patel Road,secondary,,,,Central,1058
28190395,Dayal chowk,secondary,,,,Central,50
28190501,Vande Mataram Marg,secondary,,,,New Delhi,2047
28211346,Rotary 10,secondary,,,asphalt,South-West,31
28211381,,secondary,,,asphalt,New Delhi,55
28211393,Mustafa Kemal Ataturk Marg,secondary,,,asphalt,New Delhi,843
28211422,Simon Bolivar Road,secondary,,,asphalt,New Delhi,9
28211431,Panchsheel Marg,secondary,2,,asphalt,New Delhi,744
28211928,Africa Avenue,secondary,3,,asphalt,South-West,1105
28412393,Mahatma Gandhi Marg,primary,2,,asphalt,South,983
28412396,Mahatma Gandhi Marg,primary,,,asphalt,South-West,324
28412397,Mahatma Gandhi Marg,primary,4,,asphalt,South-West,946
28412404,Mahatma Gandhi Marg,primary,2,,,South,299
28616597,,motorway_link,,,,South-West,24
28616600,Delhi-Gurugram Expressway,motorway,4,,,South-West,1922
28616601,Delhi-Gurugram Expressway,motorway,4,,,South-West,1534
28616604,Delhi-Gurugram Expressway,motorway,4,,,South-West,913
28616605,Delhi-Gurugram Expressway,motorway,4,,,South-West,623
28616606,Delhi-Gurugram Expressway,motorway,4,,asphalt,South-West,321
28616699,Aurobindo Marg,secondary,,,asphalt,South,153
28616701,,secondary_link,,,,South-West,18
28616702,,secondary_link,2,,,South-West,102
28616703,Vinay Marg Underpass,secondary,,,,South-West,235
28616704,Vinay Marg Underpass,secondary,,,,South-West,41
28616705,Vinay Marg Underpass,secondary,,,,South-West,238
28616706,Vinay Marg,secondary,,,,New Delhi,205
28616709,Africa Avenue,secondary,,,asphalt,South-West,724
28616711,Akbar Road,secondary,2,,asphalt,New Delhi,332
28746242,,trunk,,,,South-West,368
28746244,Mahatma Gandhi Marg,primary,4,,asphalt,South-West,1112
28746245,Mahatma Gandhi Marg,primary,4,,asphalt,South-West,448
28773614,Mahatma Gandhi Marg,primary,3,,,South-West,1221
28773617,Rao Tula Ram Marg,secondary,,,asphalt,South-West,650
28773628,Cariappa Marg,primary,,,,South-West,449
28773634,Delhi Cantonment Railway Junction Flyover,primary,,,,West,756
28773641,Shaheed Bhagat Singh Marg,secondary,2,,asphalt,West,2286
28773642,Lajwanti Flyover,secondary,,,,West,526
28781018,Tilak Nagar Round About,secondary,,,,West,299
29530408,Shaheed Jeet Singh Marg,secondary,1,,asphalt,South-West,920
29530426,Basant Kaur Marg,secondary,,,,South,1294
29534879,Aurobindo Marg,trunk,,,asphalt,South,1364
31058500,Pusa Road,secondary,,,,Central,1324
31058505,Link Road,secondary,,,,New Delhi,580
31058508,Panchkuian Road,secondary,,,,New Delhi,274
31058510,Panchkuian Road,secondary,3,,asphalt,New Delhi,290
31059775,AIIMS Flyover,primary_link,2,,asphalt,South,119
31060395,Panchkuian Road,secondary,3,,asphalt,New Delhi,280
31097477,,motorway_link,,,,South-West,294
31097489,Delhi-Gurugram Expressway,motorway,3,,,South-West,336
31097490,Delhi-Gurugram Expressway,motorway,4,,,South-West,960
31097494,,primary,,,,South-West,425
31097497,Ulan Batar Road,primary,,,asphalt,South-West,692
31097502,,motorway_link,,,,South-West,568
31756483,Aurobindo Marg Flyover,secondary,4,,asphalt,South,439
31756484,Aurobindo Marg,secondary,3,,asphalt,South,679
31756485,Aurobindo Marg,secondary,,,asphalt,South,406
31756488,,secondary,,,asphalt,New Delhi,38
31756489,Kumaraswami Kamaraj Marg,secondary,2,,,New Delhi,28
31756498,Lal Bahadur Shastri Marg,secondary,2,,asphalt,South,1346
31756510,Pandit Trilok Chandra Sharma Marg,secondary,2,,,South,593
31756515,Basant Kaur Marg,secondary,,,,South,596
31756516,Pandit Trilok Chandra Sharma Marg,secondary,3,,asphalt,South,681
31756736,GT Karnal road,secondary,,,,North-West,1404
31806390,Dwarka Expressway,motorway,4,,asphalt,Dwarka,1614
31816417,,secondary,,,,Dwarka,1158
31950680,,secondary,,,,Dwarka,692
31950713,Road 210,secondary,,,,Dwarka,218
32051781,,secondary,3,,asphalt,South-West,1022
32660995,Okhla Estate Marg Flyover,trunk_link,,,,South-East,74
32905262,Tees January Road,secondary,,,asphalt,New Delhi,25
34404739,Shankar Road,secondary,,,,New Delhi,997
34404758,Sardar Patel Marg,secondary,2,,asphalt,New Delhi,1373
34404760,,trunk,6,,,South-West,1348
34404761,Dhaula Kuan Flyover,secondary,,,asphalt,South-West,221
34940736,,secondary,2,,,South-West,115
34940751,,secondary_link,2,,asphalt,South-West,74
34940853,New Delhi Railway Station Flyover,secondary,,,asphalt,Central,201
34941170,Anand Vihar Railway Terminal Flyover,secondary,2,,asphalt,Shahdara,282
35152847,Paschimi Marg,secondary,,,,South-West,1345
35152848,Poorvi Marg,secondary,,,,South-West,131
35152874,Arjan Path,secondary,,,,South-West,232
35152876,Arjan Path,secondary,,,,South-West,1193
35152880,,secondary,,,,South-West,649
35152881,,secondary,,,,South-West,487
35261601,,secondary_link,3,,,South-West,61
35306917,Road 224,secondary,3,,,Dwarka,1268
35306919,,secondary,,,,Dwarka,1285
35306920,,secondary,,,,Dwarka,37
35307401,,trunk,3,,asphalt,South-West,3111
35307537,,trunk,,,,Dwarka,71
35308149,Road 210,secondary,,,,Dwarka,1050
35308150,,secondary,,,,Dwarka,1159
35308151,Rd. No. 224,secondary,3,,,Dwarka,627
35308152,,secondary_link,,,,Dwarka,98
35308153,,secondary_link,,,,Dwarka,88
35308154,,secondary_link,,,,Dwarka,94
35308225,,secondary,,,,Dwarka,1120
35308226,Road 205,secondary,,,,Dwarka,2316
35308227,Road 224,secondary,,,,Dwarka,958
35308228,Road 205,secondary,,,,Dwarka,4058
35308230,Road 221,secondary,,,,Dwarka,1848
35308232,Road 205,secondary,,,,Dwarka,43
35308233,Road 205,secondary,,,,Dwarka,2256
35308234,Road 205,secondary,,,,Dwarka,41
35308284,,secondary,,,,Dwarka,664
35310545,Najafgarh Daurala Road,primary,,,,Dwarka,10254
35310546,,primary,,,,Dwarka,53
35310547,,primary,,,,Dwarka,28
35310548,,primary,,,,Dwarka,75
35310551,,secondary,,,,Dwarka,2518
35310552,अमर शहीद कैप्टन पृथ्वी सिंह डागर मार्ग,secondary,,,,Dwarka,1735
35310940,,primary,,,,Dwarka,285
35310941,Nangloi Road,primary,,,,Dwarka,60
35310943,Najafgarh Nangloi Road,primary,,,,Dwarka,1934
35311044,Najafgarh Nangloi Road,primary,,,,Outer,2551
35311045,Najafgarh Nangloi Road,primary,,,,Dwarka,52
35311164,Najafgarh Nangloi Road,primary,,,,Outer,1198
35311167,Nangloi road,primary,,,,Outer,16
35424133,,secondary,2,,,South,341
35823179,Central Road,secondary,3,,,Dwarka,1351
35823180,Rd. No. 224,secondary,3,,,Dwarka,625
35823181,Rd. No. 224,secondary,,,,Dwarka,515
35823388,Rd. No. 224,primary,,,,Dwarka,15
35823389,Dabri Dwarka Road,primary,2,,,Dwarka,1744
35823390,,secondary,,,,Dwarka,307
36167771,,secondary_link,,,,Dwarka,84
36167772,,secondary_link,,,,Dwarka,92
36167773,Road 221,secondary,3,,asphalt,Dwarka,1353
36326991,,secondary_link,,,asphalt,South-West,100
36326994,Africa Avenue,secondary,3,,asphalt,South-West,1064
36326998,Bikaji Cama Place Flyover,primary,,,asphalt,South-West,514
36326999,Mahatma Gandhi Marg,primary,,,asphalt,South-West,329
36790677,Old Delhi Gurgaon Road,secondary_link,,,,South-West,112
36801841,Palam Najafgarh Road,secondary,,,,Dwarka,2239
36801842,,secondary_link,,,,Dwarka,84
36801843,Palam Najafgarh Road,secondary,,,,Dwarka,2182
36801848,Azad Hind Fauj Marg,secondary,,,asphalt,Dwarka,1492
36801849,Central Road,secondary,,,,Dwarka,1386
36804381,,secondary,,,,Dwarka,2811
36805834,,primary_link,,,,South-West,381
36807193,Shivaji Marg,secondary,,,asphalt,West,1279
36807194,Mahatma Gandhi Road,trunk_link,,,,North,376
36807195,,trunk_link,,,,North,274
36807196,,trunk_link,1,,,North,269
36807197,,trunk_link,,,,North,217
36807198,,trunk_link,,,,North,224
36807199,,trunk_link,,,,North,172
37194987,Babu Ram Solanki Marg,secondary,,,asphalt,Central,501
37222895,Akbar Road,secondary,2,,asphalt,New Delhi,637
37222896,Akbar Road,secondary,2,,asphalt,New Delhi,599
37222897,Tughlaq Road,secondary,,,asphalt,New Delhi,665
37222898,Tughlaq Road,secondary,,,asphalt,New Delhi,642
37222899,Tees January Road,secondary,2,,asphalt,New Delhi,640
37222900,Doctor Avul Pakir Jainulabdeen Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,29
37222901,Tees January Road,secondary,2,,asphalt,New Delhi,609
37222902,Janpath,secondary,2,,asphalt,New Delhi,592
37222903,Doctor A.P.J. Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,622
37222906,Doctor A.P.J. Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,303
37222911,Tughlaq Road,secondary,,,asphalt,New Delhi,22
37222913,Aurobindo Marg,secondary,3,,asphalt,New Delhi,227
37222914,Doctor A.P.J. Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,30
37222915,rotary no 10,secondary,,,asphalt,New Delhi,43
37222917,Rajesh Pilot Marg,secondary,,,asphalt,New Delhi,26
37222918,Doctor A.P.J. Abdul Kalam Marg,secondary,2,,asphalt,New Delhi,609
37222919,Janpath,secondary,2,,asphalt,New Delhi,592
37222923,Krishna Menon Marg,secondary,,,,New Delhi,440
37222924,Akbar Road,secondary,2,,asphalt,New Delhi,637
37683065,,motorway_link,,,asphalt,South-East,547
37703539,C.V. Raman Marg,secondary,2,,asphalt,South-East,1876
37751252,Nelson Mandela Marg,primary,,,asphalt,South-West,1820
37751254,Mahatma Gandhi Marg,primary,,,asphalt,South-East,79
37751255,Mahatma Gandhi Marg,primary,,,asphalt,South-East,164
37755457,Guru Ravidas Marg,secondary,,,,South-East,804
38235141,Qutab Road,secondary,,,,Central,1239
38235166,Qutab Road,secondary,,,asphalt,Central,1233
38699434,Mahatma Gandhi Marg,trunk,,,,North,694
38699583,,secondary_link,6,,asphalt,Central,112
38699590,,secondary_link,,,,Central,61
38699591,Deen Dayal Upadhyay Road,secondary,,,asphalt,Central,2027
38699599,Bahadur Shah Zafar Marg,secondary,,,asphalt,Central,256
39013511,Mathura Road,primary,3,,asphalt,South-East,761
39013514,,primary_link,,,,South-East,61
39013515,,primary_link,,,,South-East,81
39013516,,primary_link,,,asphalt,South-East,51
39013517,,primary_link,,,asphalt,South-East,59
39013518,Ashram Railway Flyover,primary,3,,asphalt,South-East,248
39013520,Ashram Railway Flyover,primary,2,,asphalt,South-East,150
39013521,Ashram Railway Flyover,primary,2,,asphalt,South-East,76
39013522,Ashram Flyover,motorway,3,,asphalt,South-East,747
39013523,Mahatma Gandhi Marg,primary,2,,asphalt,South-East,591
39013524,Ashram Flyover,motorway,2,,asphalt,South-East,422
39013525,Mahatma Gandhi Marg,primary,2,,asphalt,South-East,40
39451583,Najafgarh Kapashera Road,secondary,,,,Dwarka,4449
39451585,Najafgarh Kapashera Road,secondary,,,,Dwarka,902
39451586,,secondary,,,,Dwarka,1327
39451587,Najafgarh Kapashera Road,secondary,,,,Dwarka,1326
39451588,,secondary,,,,Dwarka,37
39451591,,secondary,,,,Dwarka,22
39451592,,secondary,,,,Dwarka,51
39451593,,secondary,,,,Dwarka,33
39451594,,secondary,,,,Dwarka,29
39451595,,secondary,,,,Dwarka,63
39451597,,secondary,,,,South-West,647
39451598,,secondary,,,asphalt,South-West,1822
39451603,Najafgarh Kapashera Road,secondary,,,asphalt,Dwarka,881
39451604,Thana Road,secondary,,,asphalt,Dwarka,745
39451607,,secondary_link,,,,Dwarka,81
39451610,,secondary_link,,,,Dwarka,75
39451615,,secondary_link,,,,Dwarka,98
39451616,,secondary_link,,,,Dwarka,68
39451631,,secondary,,,,Dwarka,34
39451632,,secondary,,,,Dwarka,2831
39451633,,secondary,,,,Dwarka,34
39451634,,secondary,,,asphalt,Dwarka,1715
39451644,,secondary_link,,,,Dwarka,98
39451645,,secondary_link,,,,Dwarka,101
39451646,,secondary_link,,,,Dwarka,100
39451647,,secondary_link,,,,Dwarka,108
39451648,Road 210,secondary,,,,Dwarka,25
39451649,Road 210,secondary,,,,Dwarka,715
39451650,Road 210,secondary,,,,Dwarka,23
39451651,Road 210,secondary,,,,Dwarka,220
39452771,,primary_link,,,,Dwarka,131
39452772,,secondary_link,,,,Dwarka,89
39452773,,secondary_link,,,,Dwarka,133
39452774,,primary_link,,,,Dwarka,192
39452775,Road 201,secondary,,,,Dwarka,41
39452777,Road 201,secondary,,,,Dwarka,39
39452778,,secondary,,,,Dwarka,268
39452779,,secondary_link,,,,Dwarka,98
39452780,,secondary_link,,,,Dwarka,67
40102594,Delhi-Dehradun Expressway,motorway,3,,asphalt,East,651
40138011,Mahipalpur Flyover,motorway,4,,,South-West,1609
40253095,Girdhari Lal Goswami Marg,secondary,,,,West,1047
42944885,Acharya Shri Tulsi Marg,trunk,2,,paved,South,1752
43307246,Amrapali Marg,secondary,,,asphalt,South-East,1030
43307251,Amrapali Marg,secondary,,,asphalt,South-East,83
43316842,Lal Bahadur Shastri Marg,secondary,2,,asphalt,South,1349
43359324,Mahatma Gandhi Marg,primary,2,,asphalt,South,132
43540177,Africa Avenue,secondary,3,,asphalt,South-West,336
43540280,Lala Lajpat Rai Marg,secondary,,,,South-East,996
43540281,Sher Shah Road,secondary,,,,New Delhi,470
44076162,,secondary,,,,South-West,553
44188368,Mother Teresa Crescent,secondary,2,,asphalt,New Delhi,1834
44257669,Doctor Rajendra Prasad Road,secondary,,,asphalt,New Delhi,576
44277696,,secondary,,,,New Delhi,22
44278220,Shri Maa Anandamai Marg,secondary,,,,South-East,428
44315437,Raj Nagar Flyover,primary,3,,asphalt,South-West,457
44315438,Raj Nagar Flyover,primary,3,,asphalt,South-West,474
44315439,AIIMS Flyover,primary_link,2,,asphalt,South,67
44315440,,primary_link,2,,asphalt,South,272
44315442,AIIMS Flyover,primary_link,,,,South,90
44315443,,primary_link,,,asphalt,South,129
44315448,,primary_link,,,asphalt,South-West,36
44315449,AIIMS Flyover,primary_link,,,,South,221
44315450,AIIMS Flyover,primary,,,asphalt,South,207
44315451,Mahatma Gandhi Marg,primary,4,,asphalt,South-West,364
44315452,,primary_link,,,,South,325
44315455,AIIMS Flyover,primary_link,2,,asphalt,South,128
44315456,AIIMS Flyover,primary,,,asphalt,South,135
44315457,,primary_link,,,asphalt,South,59
44316330,Moolchand Flyover,secondary,,,,South-East,401
44316331,,secondary_link,2,,asphalt,South-East,197
44316332,,secondary_link,2,,asphalt,South,282
44316334,Lala Lajpat Rai Marg,secondary,,,asphalt,South,471
44316335,Josip Broz Tito Marg,secondary,,,asphalt,South,250
44316336,Josip Broz Tito Marg,secondary,2,,asphalt,South,553
44316337,Josip Broz Tito Marg,secondary,,,asphalt,South,69
44316338,Moolchand Underpass,primary,3,,,South-East,78
44316339,Moolchand Underpass,primary,3,,,South,78
44316340,,primary_link,,,,South,55
44316341,Mahatma Gandhi Marg,primary_link,,,asphalt,South,164
44316342,Mahatma Gandhi Marg,primary_link,,,,South,64
44316343,Mahatma Gandhi Marg,primary_link,,,,South,262
44316344,Mahatma Gandhi Marg,primary_link,,,asphalt,South,279
44316345,South Extension Flyover,primary,2,,asphalt,South,528
44316346,Mahatma Gandhi Marg,primary,2,,,South,291
44316347,,primary_link,,,,South,88
44316349,Moolchand Flyover,secondary,3,,asphalt,South,99
44316350,Lala Lajpat Rai Path,secondary,3,,asphalt,South-East,490
44316351,,primary_link,,,,South-East,128
44316352,,primary_link,,,,South-East,84
44317038,Captain Gaur Marg,secondary,,,asphalt,South-East,1232
44317039,Ashram Railway Flyover,primary,2,,asphalt,South-East,126
44317045,Mahatma Gandhi Marg,primary_link,,,asphalt,South-East,307
44317048,,motorway_link,,,,South-East,133
44317049,Mahatma Gandhi Marg,motorway_link,2,,asphalt,South-East,139
44317050,,motorway_link,,,,South-East,637
44317051,,motorway_link,,,,South-East,285
44317052,Mahatma Gandhi Marg,motorway_link,,,asphalt,South-East,275
44317158,Moti Bagh Flyover,primary,3,,,South-West,525
44317159,Moti Bagh Flyover,primary,3,,,South-West,518
44351569,Shanti Path,secondary,,,,New Delhi,281
44351574,,secondary,,,asphalt,New Delhi,78
44351575,Panchsheel Marg,secondary,2,,asphalt,New Delhi,298
44351582,Rotary no 37,secondary,,,asphalt,New Delhi,204
44351583,Rotary 39,secondary,,,asphalt,New Delhi,198
44351585,Rotary 29,secondary,,,asphalt,New Delhi,165
44351586,,secondary,,,asphalt,New Delhi,144
44351587,Panchsheel Marg,secondary,2,,asphalt,New Delhi,243
44351589,Rotary 41,secondary,,,asphalt,New Delhi,177
44351933,Chandragupta Marg,secondary,,,asphalt,New Delhi,1147
44352049,Rajaji Marg,secondary,,,,New Delhi,32
44510002,,secondary,,,,South-West,453
44510003,,secondary,,,,South-West,463
44822752,Noida Road,secondary,,,,East,49
44822756,,secondary,,,,East,15
44822764,Noida Road,secondary,,,asphalt,East,34
44822962,,primary_link,2,,asphalt,North-East,60
44823696,Modi Mill Flyover Ramp,trunk_link,,,,South-East,31
44823697,Modi Mill Flyover Ramp,trunk_link,,,,South-East,179
44823698,Modi Mill Flyover Ramp,trunk_link,,,,South-East,126
44823699,Modi Mill Flyover Ramp,trunk_link,,,,South-East,73
44830361,Netaji Subhash Marg,secondary,2,,asphalt,Central,1748
44831985,Doctor Zakir Hussain Marg,secondary,2,,asphalt,New Delhi,661
44923699,Geeta Colony Road Flyover,secondary,,,,North,239
45171195,,secondary,,,,Dwarka,279
45171229,Ring Road,secondary,,,asphalt,West,965
45171486,Bawana-Kanjhawala Road,secondary,2,,asphalt,Rohini,3307
45734464,Mehrauli Badarpur Road,primary,,,,South,1291
45734465,Mehrauli Badarpur Road,primary,,,,South,1153
47290483,Rd. No. 224,primary,,,,Dwarka,955
47290485,Dwarka-Palam Road,primary,,,asphalt,South-West,496
47290486,Dwarka Flyover,primary,,,,South-West,523
47290489,Dwarka Flyover,primary,,,,South-West,1399
47290491,Dwarka-Palam Road,primary,2,,,South-West,1873
47290494,Dwarka-Palam Road,primary,2,,,South-West,1874
47290501,Yakshini Chowk Underpass,primary,,,,South-West,340
48964551,Rotary Number 49,secondary,,,asphalt,New Delhi,20
48964552,Baba Kharak Singh Marg,secondary,2,,asphalt,New Delhi,622
56723584,Shivaji Marg,secondary,,,asphalt,Dwarka,3576
58360997,,secondary_link,,,,Dwarka,68
59035939,Dwarka Flyover,primary,,,,Dwarka,122
59035954,Central Road,secondary,,,,Dwarka,1456
59035955,Road 201,secondary,,,,Dwarka,893
59035956,,secondary,,,,Dwarka,14
60882614,Auchandi Border Road,primary,2,,paved,Outer North,901
60882632,Bawana Road,primary,,,,Outer North,270
61430851,AIIMS Flyover,primary_link,2,,asphalt,South,49
70202614,,trunk_link,,,,North,200
70214070,Nityanand Marg,secondary,2,,asphalt,North,326
70214078,Nityanand Marg,primary,,,asphalt,North,54
70214082,,trunk_link,,,,North,520
70214088,,trunk_link,,,,North,353
70214098,Nityanand Marg,primary,,,asphalt,North,916
70214101,,trunk_link,,,asphalt,North,77
70214104,Mahatma Gandhi Marg,trunk,,,asphalt,North,211
70214108,,trunk_link,4,,,North,550
70220642,Mahatma Gandhi Marg,trunk,,,,Central,1163
70220643,Vikas Marg,primary,,,,East,685
70220645,ITO Flyover,trunk,,,,Central,273
70220647,ITO Flyover,trunk,,,,Central,484
70220649,,secondary_link,,,,Central,267
70220650,Ring Road,trunk,,,,North,362
70220653,,trunk_link,,,,North,200
70220654,ITO Flyover,trunk,,,asphalt,Central,26
70237512,,trunk_link,,,asphalt,Central,627
70237513,ITO Flyover Ramp,trunk_link,,,,Central,173
70237514,ITO Flyover Ramp,trunk_link,,,,Central,282
70237516,,trunk_link,,,,Central,296
70237518,,trunk_link,,,,Central,48
70237519,ITO Flyover Ramp,trunk_link,,,,Central,78
70237520,,trunk_link,3,,asphalt,Central,342
70237521,,trunk_link,2,,,Central,116
70255387,Vikas Marg,primary,,,,East,583
70255388,Vikas Marg,primary,,,asphalt,Central,104
70255389,Vikas Marg,secondary,,,asphalt,East,118
70255391,Vikas Marg,primary,,,,Central,54
70255392,Vikas Marg,secondary,,,asphalt,Central,82
70255393,Vikas Marg,secondary,,,,Central,53
70255395,Vikas Marg,secondary,2,,asphalt,Central,103
70255398,Vikas Marg,primary,2,,asphalt,Central,120
70255399,Vikas Marg,secondary,,,,East,584
70255400,Sachivalaya Road,secondary,,,,Central,625
